,Name,Value,Overall_rating,Statistical_rating,Short_name
153,D. Marshall,3200000.0,74,-86.6875,D. Marshall
154,D. Meyler,1800000.0,70,82.65,D. Meyler
155,D. Nugent,1900000.0,71,3.799999999999999,D. Nugent
156,D. Ospina,9000000.0,79,-66.5,D. Ospina
157,D. Silva,3700000.0,73,108.63529411764705,D. Silva
158,D. Marney,1800000.0,72,78.71428571428571,D. Marney
159,D. Rice,375000.0,60,0.0,D. Rice
160,D. Lovren,17500000.0,81,88.18620689655172,D. Lovren
161,D. Alli,43000000.0,84,127.35135135135135,D. Alli
162,D. Gray,6500000.0,73,55.86,D. Gray
163,D. Mitchell,900000.0,64,247.0,D. Mitchell
164,D. Sakho,8000000.0,75,13.299999999999999,D. Sakho
165,D. Payet,24500000.0,83,143.34444444444446,D. Payet
166,D. Origi,15000000.0,78,45.935294117647054,D. Origi
167,D. Calvert-Lewin,1700000.0,67,33.163636363636364,D. Calvert-Lewin
168,D. Love,260000.0,60,85.5,D. Love
169,D. Watmore,1400000.0,69,76.54285714285713,D. Watmore
170,D. Tadić,15000000.0,80,90.39393939393939,D. Tadić
171,E. Hazard,90500000.0,90,148.30555555555554,E. Hazard
172,E. Fernandes,1900000.0,69,32.84285714285714,E. Fernandes
173,E. Jakupović,1800000.0,72,37.481818181818184,E. Jakupović
174,E. Can,19500000.0,80,87.875,E. Can
175,E. Valencia,9000000.0,76,46.708333333333336,E. Valencia
176,E. Bailly,35500000.0,84,130.112,E. Bailly
177,E. Dier,25000000.0,82,66.92222222222222,E. Dier
178,E. Pieters,5500000.0,75,146.51111111111112,E. Pieters
179,Evandro,2900000.0,72,76.6909090909091,Evandro
180,F. Delph,10000000.0,77,60.25714285714286,F. Delph
181,F. Borini,9000000.0,76,79.95833333333333,F. Borini
182,F. Fernández,10000000.0,79,80.92592592592592,F. Fernández
183,F. Lesniak,475000.0,61,38.0,F. Lesniak
184,F. Campbell,2400000.0,71,17.73333333333333,F. Campbell
185,F. Coquelin,12000000.0,79,106.66206896551725,F. Coquelin
186,F. Forster,7000000.0,77,36.7,F. Forster
187,G. Barry,1700000.0,79,80.95151515151515,G. Barry
188,G. McAuley,1200000.0,77,101.86111111111111,G. McAuley
189,G. Cahill,21000000.0,84,84.01081081081081,G. Cahill
190,G. Ramírez,13000000.0,78,99.27499999999999,G. Ramírez
191,G. Clichy,6000000.0,77,112.176,G. Clichy
192,G. Cameron,5000000.0,76,128.2,G. Cameron
193,G. Boyd,2700000.0,72,106.50555555555556,G. Boyd
194,G. Friend,3000000.0,73,147.09166666666667,G. Friend
195,G. Honeyman,450000.0,62,99.56000000000002,G. Honeyman
196,G. Wijnaldum,27000000.0,82,89.51111111111112,G. Wijnaldum
197,G. Imbula,11500000.0,77,51.93333333333333,G. Imbula
198,G. Johnson,3700000.0,75,125.89565217391302,G. Johnson
199,G. Whelan,2300000.0,74,79.16666666666667,G. Whelan
200,G. Xhaka,27500000.0,82,98.5625,G. Xhaka
201,G. Leadbitter,1200000.0,70,71.03076923076922,G. Leadbitter
202,G. Sigurðsson,23000000.0,82,168.0,G. Sigurðsson
203,G. Töre,12500000.0,78,38.76,G. Töre
204,H. Robson-Kanu,800000.0,67,18.344827586206897,H. Robson-Kanu
205,H. Reed,1400000.0,69,63.333333333333336,H. Reed
206,H. Arter,10000000.0,77,117.14857142857143,H. Arter
207,H. Kane,59000000.0,86,151.62,H. Kane
208,H. Maguire,10500000.0,77,125.66206896551725,H. Maguire
209,H. Winks,9000000.0,74,30.942857142857147,H. Winks
210,H. Mkhitaryan,39000000.0,85,87.08333333333333,H. Mkhitaryan
211,H. Lloris,38000000.0,88,135.68235294117648,H. Lloris
212,H. Nordtveit,8500000.0,77,75.7625,H. Nordtveit
213,I. Anya,1700000.0,70,0.0,I. Anya
214,I. Success,6500000.0,73,54.599999999999994,I. Success
215,I. Slimani,18000000.0,81,42.46086956521739,I. Slimani
216,J. Butland,18000000.0,81,49.4,J. Butland
217,J. Cork,10500000.0,78,109.05999999999999,J. Cork
218,J. Rodwell,4800000.0,73,70.11,J. Rodwell
219,J. Stephens,3000000.0,71,69.07058823529412,J. Stephens
220,J. Wilshere,22000000.0,81,67.61379310344827,J. Wilshere
221,J. Livermore,7500000.0,75,85.65405405405406,J. Livermore
222,J. Collins,3100000.0,76,82.73636363636363,J. Collins
223,J. Collins,1100000.0,68,82.73636363636363,J. Collins
224,J. Husband,600000.0,65,0.0,J. Husband
225,J. McArthur,6500000.0,75,98.40689655172413,J. McArthur
226,J. McCarthy,14500000.0,80,72.83333333333333,J. McCarthy
227,J. McClean,5500000.0,74,71.75294117647059,J. McClean
228,J. Milner,9500000.0,80,168.15,J. Milner
229,J. Morrison,8000000.0,77,63.49677419354838,J. Morrison
230,J. Tarkowski,8500000.0,76,37.2,J. Tarkowski
231,J. Tomkins,6000000.0,75,84.55,J. Tomkins
232,J. Ward-Prowse,15000000.0,78,91.32666666666665,J. Ward-Prowse
233,J. Vardy,17000000.0,81,66.01142857142857,J. Vardy
234,J. Vertonghen,28500000.0,85,77.26666666666665,J. Vertonghen
235,J. Bowen,1200000.0,65,22.8,J. Bowen
236,J. Denayer,7000000.0,74,69.98333333333333,J. Denayer
237,J. Puncheon,4800000.0,74,112.73333333333333,J. Puncheon
238,J. Fulton,2700000.0,70,86.01818181818182,J. Fulton
239,J. Rodriguez,8000000.0,76,27.708333333333332,J. Rodriguez
240,J. Hendrick,8500000.0,75,56.64375,J. Hendrick
241,J. Montero,11000000.0,78,50.56923076923077,J. Montero
242,J. Schlupp,3400000.0,72,103.8,J. Schlupp
243,J. Lens,14500000.0,80,91.2,J. Lens
244,J. Defoe,8000000.0,80,54.02162162162162,J. Defoe
245,J. Sinclair,450000.0,61,-3.8,J. Sinclair
246,J. Lingard,13000000.0,78,42.864,J. Lingard
247,J. Allen,10000000.0,77,145.45555555555558,J. Allen
248,J. Ledley,4200000.0,74,86.55555555555556,J. Ledley
249,J. Asoro,775000.0,63,0.0,J. Asoro
250,Joel Pereira,3700000.0,71,304.0,Joel Pereira
251,J. Ward,5000000.0,74,133.6,J. Ward
252,J. O'Shea,550000.0,73,58.62857142857143,J. O'Shea
253,J. Stones,14500000.0,79,71.63703703703703,J. Stones
254,J. Terry,1200000.0,77,32.08888888888889,J. Terry
255,J. Flanagan,2000000.0,70,128.56666666666663,J. Flanagan
256,J. Olsson,2300000.0,76,22.799999999999994,J. Olsson
257,J. Calleri,10500000.0,76,20.1875,J. Calleri
258,J. Leko,925000.0,64,29.977777777777778,J. Leko
